id,ar,start,end,peak_flux,label_m1p,sample_dir,num_images,is_complete_40,split
11582_2012_10_04_16_42_00_0,11582,2012-10-04 04:42:00.000000000,2012-10-04 16:42:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11582\2012_10_04_16_42_00_0,40,True,chrono_train
11582_2012_10_04_16_42_00_1,11582,2012-10-04 18:09:33.261440448,2012-10-05 06:09:33.261440448,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11582\2012_10_04_16_42_00_1,40,True,chrono_train
11582_2012_10_04_16_42_00_2,11582,2012-10-05 09:39:11.762541099,2012-10-05 21:39:11.762541099,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11582\2012_10_04_16_42_00_2,40,True,chrono_train
11582_2012_10_04_16_42_00_3,11582,2012-10-06 01:51:58.265619782,2012-10-06 13:51:58.265619782,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11582\2012_10_04_16_42_00_3,40,True,chrono_train
11582_2012_10_04_16_42_00_4,11582,2012-10-06 17:56:59.999999999,2012-10-07 05:56:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11582\2012_10_04_16_42_00_4,40,True,chrono_train
11582_2012_09_27_12_40_00_1,11582,2012-09-28 17:30:54.829290789,2012-09-29 05:30:54.829290789,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11582\2012_09_27_12_40_00_1,40,True,chrono_train
11582_2012_09_27_12_40_00_2,11582,2012-09-29 08:03:59.999999999,2012-09-29 20:03:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11582\2012_09_27_12_40_00_2,40,True,chrono_train
11584_2012_10_02_23_08_00_0,11584,2012-10-02 11:08:00.000000000,2012-10-02 23:08:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11584\2012_10_02_23_08_00_0,40,True,chrono_train
11584_2012_10_04_16_42_00_0,11584,2012-10-04 04:42:00.000000000,2012-10-04 16:42:00.000000000,9.176470588235296e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11584\2012_10_04_16_42_00_0,40,True,chrono_train
11585_2012_10_06_11_25_08_0,11585,2012-10-05 23:25:08.000000000,2012-10-06 11:25:08.000000000,5.294117647058825e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11585\2012_10_06_11_25_08_0,40,True,chrono_train
11585_2012_10_06_11_25_08_1,11585,2012-10-06 15:33:00.000000000,2012-10-07 03:33:00.000000000,5.294117647058825e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11585\2012_10_06_11_25_08_1,40,True,chrono_train
11585_2012_10_05_11_24_01_0,11585,2012-10-04 23:24:01.000000000,2012-10-05 11:24:01.000000000,6.235294117647059e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11585\2012_10_05_11_24_01_0,40,True,chrono_train
11585_2012_10_05_05_30_01_0,11585,2012-10-04 17:30:01.000000000,2012-10-05 05:30:01.000000000,4.705882352941176e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11585\2012_10_05_05_30_01_0,40,True,chrono_train
11585_2012_10_06_12_46_01_0,11585,2012-10-06 00:46:01.000000000,2012-10-06 12:46:01.000000000,5.764705882352938e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11585\2012_10_06_12_46_01_0,40,True,chrono_train
11585_2012_10_06_12_46_01_1,11585,2012-10-06 17:57:00.000000000,2012-10-07 05:57:00.000000000,5.764705882352938e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11585\2012_10_06_12_46_01_1,40,True,chrono_train
11586_2012_10_17_16_03_00_1,11586,2012-10-18 18:00:57.229991265,2012-10-19 06:00:57.229991265,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11586\2012_10_17_16_03_00_1,40,True,chrono_train
11586_2012_10_17_16_03_00_2,11586,2012-10-19 11:59:59.999999999,2012-10-19 23:59:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11586\2012_10_17_16_03_00_2,40,True,chrono_train
11586_2012_10_14_18_59_00_0,11586,2012-10-14 06:59:00.000000000,2012-10-14 18:59:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11586\2012_10_14_18_59_00_0,40,True,chrono_train
11589_2012_10_18_05_19_01_1,11589,2012-10-18 17:19:00.000000000,2012-10-19 05:19:00.000000000,2.11764705882353e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11589\2012_10_18_05_19_01_1,40,True,chrono_train
11589_2012_10_14_18_59_01_0,11589,2012-10-14 06:59:01.000000000,2012-10-14 18:59:01.000000000,1.6470588235294118e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11589\2012_10_14_18_59_01_0,40,True,chrono_train
11589_2012_10_20_05_19_00_0,11589,2012-10-19 17:19:00.000000000,2012-10-20 05:19:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11589\2012_10_20_05_19_00_0,40,True,chrono_train
11589_2012_10_20_05_19_00_1,11589,2012-10-20 12:00:00.000000000,2012-10-21 00:00:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11589\2012_10_20_05_19_00_1,40,True,chrono_train
11590_2012_10_17_16_03_00_1,11590,2012-10-17 16:17:46.963194922,2012-10-18 04:17:46.963194922,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11590\2012_10_17_16_03_00_1,40,True,chrono_train
11590_2012_10_17_16_03_00_2,11590,2012-10-18 06:07:10.608680453,2012-10-18 18:07:10.608680453,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11590\2012_10_17_16_03_00_2,40,True,chrono_train
11590_2012_10_17_16_03_00_3,11590,2012-10-18 20:55:32.842995623,2012-10-19 08:55:32.842995623,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11590\2012_10_17_16_03_00_3,40,True,chrono_train
11590_2012_10_17_16_03_00_4,11590,2012-10-19 11:18:55.814898459,2012-10-19 23:18:55.814898459,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11590\2012_10_17_16_03_00_4,40,True,chrono_train
11590_2012_10_17_16_03_00_5,11590,2012-10-19 23:39:02.729483342,2012-10-20 11:39:02.729483342,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11590\2012_10_17_16_03_00_5,40,True,chrono_train
11590_2012_10_17_16_03_00_6,11590,2012-10-20 11:59:59.999999997,2012-10-20 23:59:59.999999997,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11590\2012_10_17_16_03_00_6,40,True,chrono_train
11591_2012_10_22_09_11_00_0,11591,2012-10-21 21:11:00.000000000,2012-10-22 09:11:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11591\2012_10_22_09_11_00_0,40,True,chrono_train
11591_2012_10_22_09_11_00_1,11591,2012-10-23 06:27:00.000000000,2012-10-23 18:27:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11591\2012_10_22_09_11_00_1,40,True,chrono_train
11591_2012_10_14_18_59_00_0,11591,2012-10-14 06:59:00.000000000,2012-10-14 18:59:00.000000000,3.5294117647058825e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11591\2012_10_14_18_59_00_0,40,True,chrono_train
11591_2012_10_14_22_05_47_0,11591,2012-10-14 10:05:47.000000000,2012-10-14 22:05:47.000000000,1.2941176470588237e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11591\2012_10_14_22_05_47_0,40,True,chrono_train
11591_2012_10_24_18_41_00_0,11591,2012-10-24 06:41:00.000000000,2012-10-24 18:41:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11591\2012_10_24_18_41_00_0,40,True,chrono_train
11593_2012_10_23_01_26_01_0,11593,2012-10-22 13:26:01.000000000,2012-10-23 01:26:01.000000000,2.8235294117647062e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11593\2012_10_23_01_26_01_0,40,True,chrono_train
11593_2012_10_23_01_26_01_1,11593,2012-10-23 06:27:00.000000000,2012-10-23 18:27:00.000000000,2.8235294117647062e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11593\2012_10_23_01_26_01_1,40,True,chrono_train
11593_2012_10_22_09_11_00_0,11593,2012-10-21 21:11:00.000000000,2012-10-22 09:11:00.000000000,7.4117647058823535e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11593\2012_10_22_09_11_00_0,40,True,chrono_train
11593_2012_10_22_16_09_59_0,11593,2012-10-22 04:09:59.000000000,2012-10-22 16:09:59.000000000,3.5294117647058825e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11593\2012_10_22_16_09_59_0,40,True,chrono_train
11593_2012_10_24_18_41_00_0,11593,2012-10-24 06:41:00.000000000,2012-10-24 18:41:00.000000000,2.9411764705882355e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11593\2012_10_24_18_41_00_0,40,True,chrono_train
11594_2012_10_18_18_51_01_0,11594,2012-10-18 06:51:01.000000000,2012-10-18 18:51:01.000000000,2e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11594\2012_10_18_18_51_01_0,40,True,chrono_train
11594_2012_10_20_18_51_00_0,11594,2012-10-20 06:51:00.000000000,2012-10-20 18:51:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11594\2012_10_20_18_51_00_0,40,True,chrono_train
11597_2012_10_20_04_41_00_0,11597,2012-10-19 16:41:00.000000000,2012-10-20 04:41:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11597\2012_10_20_04_41_00_0,40,True,chrono_train
11597_2012_10_20_04_41_00_1,11597,2012-10-20 07:00:55.682992934,2012-10-20 19:00:55.682992934,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11597\2012_10_20_04_41_00_1,40,True,chrono_train
11597_2012_10_20_04_41_00_2,11597,2012-10-20 21:03:59.999999999,2012-10-21 09:03:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11597\2012_10_20_04_41_00_2,40,True,chrono_train
11596_2012_10_20_20_15_04_0,11596,2012-10-20 08:15:04.000000000,2012-10-20 20:15:04.000000000,2.11764705882353e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_20_20_15_04_0,40,True,chrono_train
11596_2012_10_20_20_15_04_1,11596,2012-10-20 21:04:00.000000000,2012-10-21 09:04:00.000000000,2.11764705882353e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_20_20_15_04_1,40,True,chrono_train
11596_2012_10_22_13_16_00_0,11596,2012-10-22 01:16:00.000000000,2012-10-22 13:16:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_22_13_16_00_0,40,True,chrono_train
11596_2012_10_22_13_16_00_1,11596,2012-10-23 02:51:01.000000000,2012-10-23 14:51:01.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_22_13_16_00_1,40,True,chrono_train
11596_2012_10_26_06_10_00_0,11596,2012-10-25 18:10:00.000000000,2012-10-26 06:10:00.000000000,1.7647058823529412e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_26_06_10_00_0,40,True,chrono_train
11596_2012_10_24_18_41_00_0,11596,2012-10-24 06:41:00.000000000,2012-10-24 18:41:00.000000000,1.058823529411765e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_24_18_41_00_0,40,True,chrono_train
11596_2012_10_28_10_48_00_0,11596,2012-10-27 22:48:00.000000000,2012-10-28 10:48:00.000000000,8.117647058823529e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_28_10_48_00_0,40,True,chrono_train
11596_2012_10_19_20_10_01_0,11596,2012-10-19 08:10:01.000000000,2012-10-19 20:10:01.000000000,3.1764705882352943e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_19_20_10_01_0,40,True,chrono_train
11596_2012_10_30_05_07_01_0,11596,2012-10-29 17:07:01.000000000,2012-10-30 05:07:01.000000000,1.4117647058823531e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_30_05_07_01_0,40,True,chrono_train
11596_2012_10_25_04_00_01_0,11596,2012-10-24 16:00:01.000000000,2012-10-25 04:00:01.000000000,1.5294117647058826e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11596\2012_10_25_04_00_01_0,40,True,chrono_train
11600_2012_10_28_10_48_00_0,11600,2012-10-27 22:48:00.000000000,2012-10-28 10:48:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11600\2012_10_28_10_48_00_0,40,True,chrono_train
11600_2012_10_28_10_48_00_1,11600,2012-10-28 14:23:52.617469683,2012-10-29 02:23:52.617469683,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11600\2012_10_28_10_48_00_1,40,True,chrono_train
11602_2012_10_31_07_23_00_0,11602,2012-10-30 19:23:00.000000000,2012-10-31 07:23:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11602\2012_10_31_07_23_00_0,40,True,chrono_train
11602_2012_10_31_07_23_00_1,11602,2012-10-31 10:02:18.097206699,2012-10-31 22:02:18.097206699,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11602\2012_10_31_07_23_00_1,40,True,chrono_train
11602_2012_10_31_07_23_00_2,11602,2012-11-01 02:54:35.726008861,2012-11-01 14:54:35.726008861,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11602\2012_10_31_07_23_00_2,40,True,chrono_train
11602_2012_10_31_07_23_00_3,11602,2012-11-02 01:00:09.169429355,2012-11-02 13:00:09.169429355,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11602\2012_10_31_07_23_00_3,40,True,chrono_train
11602_2012_10_31_07_23_00_4,11602,2012-11-02 23:50:22.389182488,2012-11-03 11:50:22.389182488,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11602\2012_10_31_07_23_00_4,40,True,chrono_train
11602_2012_10_31_07_23_00_5,11602,2012-11-03 21:59:59.999999997,2012-11-04 09:59:59.999999997,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11602\2012_10_31_07_23_00_5,40,True,chrono_train
11605_2012_11_11_05_46_00_0,11605,2012-11-10 17:46:00.000000000,2012-11-11 05:46:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11605\2012_11_11_05_46_00_0,40,True,chrono_train
11605_2012_11_07_17_15_00_0,11605,2012-11-07 05:15:00.000000000,2012-11-07 17:15:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11605\2012_11_07_17_15_00_0,40,True,chrono_train
11605_2012_11_07_17_15_00_1,11605,2012-11-07 22:41:00.000000000,2012-11-08 10:41:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11605\2012_11_07_17_15_00_1,40,True,chrono_train
11605_2012_11_06_05_21_00_0,11605,2012-11-05 17:21:00.000000000,2012-11-06 05:21:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11605\2012_11_06_05_21_00_0,40,True,chrono_train
11606_2012_11_07_17_15_00_0,11606,2012-11-07 05:15:00.000000000,2012-11-07 17:15:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11606\2012_11_07_17_15_00_0,40,True,chrono_train
11608_2012_11_07_17_15_00_0,11608,2012-11-07 05:15:00.000000000,2012-11-07 17:15:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11608\2012_11_07_17_15_00_0,40,True,chrono_train
11607_2012_11_07_17_15_00_0,11607,2012-11-07 05:15:00.000000000,2012-11-07 17:15:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11607\2012_11_07_17_15_00_0,40,True,chrono_train
11609_2012_11_11_05_46_00_0,11609,2012-11-10 17:46:00.000000000,2012-11-11 05:46:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11609\2012_11_11_05_46_00_0,40,True,chrono_train
11609_2012_11_11_05_46_00_1,11609,2012-11-11 09:21:57.068917298,2012-11-11 21:21:57.068917298,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11609\2012_11_11_05_46_00_1,40,True,chrono_train
11609_2012_11_11_05_46_00_2,11609,2012-11-11 22:52:59.999999999,2012-11-12 10:52:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11609\2012_11_11_05_46_00_2,40,True,chrono_train
11609_2012_11_07_17_15_00_0,11609,2012-11-07 05:15:00.000000000,2012-11-07 17:15:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11609\2012_11_07_17_15_00_0,40,True,chrono_train
11610_2012_11_11_08_10_01_0,11610,2012-11-10 20:10:01.000000000,2012-11-11 08:10:01.000000000,1.2941176470588237e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_11_08_10_01_0,40,True,chrono_train
11610_2012_11_13_20_04_00_0,11610,2012-11-13 08:04:00.000000000,2012-11-13 20:04:00.000000000,1.058823529411765e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_13_20_04_00_0,40,True,chrono_train
11610_2012_11_15_19_55_01_0,11610,2012-11-15 07:55:01.000000000,2012-11-15 19:55:01.000000000,1.1764705882352942e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_15_19_55_01_0,40,True,chrono_train
11610_2012_11_14_03_34_01_0,11610,2012-11-13 15:34:01.000000000,2012-11-14 03:34:01.000000000,9.647058823529413e-07,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_14_03_34_01_0,40,True,chrono_train
11610_2012_11_11_05_46_00_0,11610,2012-11-10 17:46:00.000000000,2012-11-11 05:46:00.000000000,1.4117647058823531e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_11_05_46_00_0,40,True,chrono_train
11610_2012_11_11_12_14_01_0,11610,2012-11-11 00:14:01.000000000,2012-11-11 12:14:01.000000000,2.4705882352941173e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_11_12_14_01_0,40,True,chrono_train
11610_2012_11_16_05_22_01_0,11610,2012-11-15 17:22:01.000000000,2012-11-16 05:22:01.000000000,1.0705882352941175e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_16_05_22_01_0,40,True,chrono_train
11610_2012_11_11_10_22_01_0,11610,2012-11-10 22:22:01.000000000,2012-11-11 10:22:01.000000000,3.4117647058823524e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_11_10_22_01_0,40,True,chrono_train
11610_2012_11_14_04_37_01_0,11610,2012-11-13 16:37:01.000000000,2012-11-14 04:37:01.000000000,7.4117647058823535e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11610\2012_11_14_04_37_01_0,40,True,chrono_train
11612_2012_11_11_05_46_00_0,11612,2012-11-10 17:46:00.000000000,2012-11-11 05:46:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11612\2012_11_11_05_46_00_0,40,True,chrono_train
11612_2012_11_11_05_46_00_1,11612,2012-11-11 08:35:01.056792975,2012-11-11 20:35:01.056792975,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11612\2012_11_11_05_46_00_1,40,True,chrono_train
11612_2012_11_11_05_46_00_2,11612,2012-11-11 22:52:59.999999999,2012-11-12 10:52:59.999999999,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11612\2012_11_11_05_46_00_2,40,True,chrono_train
11612_2012_11_13_20_04_00_0,11612,2012-11-13 08:04:00.000000000,2012-11-13 20:04:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11612\2012_11_13_20_04_00_0,40,True,chrono_train
11612_2012_11_13_20_04_00_1,11612,2012-11-17 07:21:00.000000000,2012-11-17 19:21:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11612\2012_11_13_20_04_00_1,40,True,chrono_train
11612_2012_11_18_19_37_00_0,11612,2012-11-18 07:37:00.000000000,2012-11-18 19:37:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11612\2012_11_18_19_37_00_0,40,True,chrono_train
11612_2012_11_18_19_37_00_1,11612,2012-11-19 00:36:00.000000000,2012-11-19 12:36:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11612\2012_11_18_19_37_00_1,40,True,chrono_train
11613_2012_11_13_20_04_00_0,11613,2012-11-13 08:04:00.000000000,2012-11-13 20:04:00.000000000,1.1764705882352942e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_13_20_04_00_0,40,True,chrono_train
11613_2012_11_14_08_02_01_0,11613,2012-11-13 20:02:01.000000000,2012-11-14 08:02:01.000000000,3.294117647058824e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_14_08_02_01_0,40,True,chrono_train
11613_2012_11_21_20_50_00_0,11613,2012-11-21 08:50:00.000000000,2012-11-21 20:50:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_21_20_50_00_0,40,True,chrono_train
11613_2012_11_21_20_50_00_1,11613,2012-11-22 06:29:00.000000000,2012-11-22 18:29:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_21_20_50_00_1,40,True,chrono_train
11613_2012_11_15_08_05_58_0,11613,2012-11-14 20:05:58.000000000,2012-11-15 08:05:58.000000000,1.6470588235294118e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_15_08_05_58_0,40,True,chrono_train
11613_2012_11_15_08_05_58_1,11613,2012-11-15 08:21:00.000000000,2012-11-15 20:21:00.000000000,1.1764705882352942e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_15_08_05_58_1,40,True,chrono_train
11613_2012_11_16_18_10_01_0,11613,2012-11-16 06:10:01.000000000,2012-11-16 18:10:01.000000000,3.294117647058824e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_16_18_10_01_0,40,True,chrono_train
11613_2012_11_17_18_14_00_0,11613,2012-11-17 06:14:00.000000000,2012-11-17 18:14:00.000000000,1.1764705882352942e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_17_18_14_00_0,40,True,chrono_train
11613_2012_11_13_23_41_01_0,11613,2012-11-13 11:41:01.000000000,2012-11-13 23:41:01.000000000,1.5294117647058826e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_13_23_41_01_0,40,True,chrono_train
11613_2012_11_19_08_15_00_0,11613,2012-11-18 20:15:00.000000000,2012-11-19 08:15:00.000000000,1e-09,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_19_08_15_00_0,40,True,chrono_train
11613_2012_11_16_04_08_01_0,11613,2012-11-15 16:08:01.000000000,2012-11-16 04:08:01.000000000,1.4117647058823531e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11613\2012_11_16_04_08_01_0,40,True,chrono_train
11615_2012_11_14_12_54_01_0,11615,2012-11-14 00:54:01.000000000,2012-11-14 12:54:01.000000000,3.764705882352941e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11615\2012_11_14_12_54_01_0,40,True,chrono_train
11615_2012_11_14_12_54_01_1,11615,2012-11-15 00:54:00.000000000,2012-11-15 12:54:00.000000000,3.764705882352941e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11615\2012_11_14_12_54_01_1,40,True,chrono_train
11615_2012_11_16_03_08_01_0,11615,2012-11-15 15:08:01.000000000,2012-11-16 03:08:01.000000000,2e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11615\2012_11_16_03_08_01_0,40,True,chrono_train
11615_2012_11_16_03_08_01_1,11615,2012-11-16 15:08:00.000000000,2012-11-17 03:08:00.000000000,2e-06,0,E:\solar-flare-pred\data\external\sdobenchmark\raw\SDOBenchmark-data-full\training\11615\2012_11_16_03_08_01_1,40,True,chrono_train
