id,ar,start,end,peak_flux,label_m1p
11468_2012_04_25_12_00_00_4,11468,2012-04-28 12:33:27.693640718,2012-04-29 00:33:27.693640718,1e-09,0
11468_2012_04_25_12_00_00_5,11468,2012-04-29 11:59:59.999999999,2012-04-29 23:59:59.999999999,1e-09,0
11470_2012_05_07_03_25_00_0,11470,2012-05-06 15:25:00.000000000,2012-05-07 03:25:00.000000000,1e-09,0
11470_2012_05_05_22_40_00_0,11470,2012-05-05 10:40:00.000000000,2012-05-05 22:40:00.000000000,3.4117647058823524e-06,0
11470_2012_04_30_04_43_01_0,11470,2012-04-29 16:43:01.000000000,2012-04-30 04:43:01.000000000,4.588235294117647e-06,0
11470_2012_05_02_04_43_00_0,11470,2012-05-01 16:43:00.000000000,2012-05-02 04:43:00.000000000,1e-09,0
11470_2012_05_04_06_39_01_0,11470,2012-05-03 18:39:01.000000000,2012-05-04 06:39:01.000000000,2.3529411764705885e-06,0
11470_2012_05_03_19_28_01_0,11470,2012-05-03 07:28:01.000000000,2012-05-03 19:28:01.000000000,2.11764705882353e-06,0
11470_2012_05_03_19_28_01_1,11470,2012-05-04 07:28:00.000000000,2012-05-04 19:28:00.000000000,2.11764705882353e-06,0
11471_2012_05_10_02_04_00_0,11471,2012-05-09 14:04:00.000000000,2012-05-10 02:04:00.000000000,1e-09,0
11471_2012_05_08_14_31_00_0,11471,2012-05-08 02:31:00.000000000,2012-05-08 14:31:00.000000000,1e-09,0
11471_2012_04_29_12_00_00_0,11471,2012-04-29 00:00:00.000000000,2012-04-29 12:00:00.000000000,7.058823529411765e-06,0
11471_2012_04_30_17_14_01_0,11471,2012-04-30 05:14:01.000000000,2012-04-30 17:14:01.000000000,6.70588235294118e-07,0
11471_2012_04_30_17_14_01_1,11471,2012-05-01 05:14:00.000000000,2012-05-01 17:14:00.000000000,6.70588235294118e-07,0
11471_2012_05_02_05_26_01_0,11471,2012-05-01 17:26:01.000000000,2012-05-02 05:26:01.000000000,8.941176470588236e-07,0
11471_2012_05_06_06_20_01_0,11471,2012-05-05 18:20:01.000000000,2012-05-06 06:20:01.000000000,1.5294117647058826e-06,0
11471_2012_05_04_21_14_01_0,11471,2012-05-04 09:14:01.000000000,2012-05-04 21:14:01.000000000,1.4117647058823531e-06,0
11471_2012_05_03_14_50_01_0,11471,2012-05-03 02:50:01.000000000,2012-05-03 14:50:01.000000000,1.7647058823529412e-06,0
11471_2012_04_30_10_43_00_0,11471,2012-04-29 22:43:00.000000000,2012-04-30 10:43:00.000000000,1.4117647058823531e-06,0
11471_2012_05_06_14_31_01_0,11471,2012-05-06 02:31:01.000000000,2012-05-06 14:31:01.000000000,2.235294117647059e-05,1
11471_2012_05_06_14_31_01_1,11471,2012-05-07 02:31:00.000000000,2012-05-07 14:31:00.000000000,2.235294117647059e-05,1
11472_2012_04_30_16_57_00_0,11472,2012-04-30 04:57:00.000000000,2012-04-30 16:57:00.000000000,1e-09,0
11472_2012_04_30_16_57_00_1,11472,2012-05-02 00:13:00.103405571,2012-05-02 12:13:00.103405571,1e-09,0
11472_2012_04_30_16_57_00_2,11472,2012-05-04 10:33:59.999999999,2012-05-04 22:33:59.999999999,1e-09,0
11473_2012_05_02_22_50_00_0,11473,2012-05-02 10:50:00.000000000,2012-05-02 22:50:00.000000000,1e-09,0
11473_2012_05_02_22_50_00_1,11473,2012-05-03 03:38:23.114270001,2012-05-03 15:38:23.114270001,1e-09,0
11473_2012_05_02_22_50_00_2,11473,2012-05-03 18:25:59.072006354,2012-05-04 06:25:59.072006354,1e-09,0
11473_2012_05_02_22_50_00_3,11473,2012-05-04 10:33:59.999999999,2012-05-04 22:33:59.999999999,1e-09,0
11473_2012_05_05_22_40_00_0,11473,2012-05-05 10:40:00.000000000,2012-05-05 22:40:00.000000000,1e-09,0
11474_2012_05_04_18_07_01_0,11474,2012-05-04 06:07:01.000000000,2012-05-04 18:07:01.000000000,4e-06,0
11474_2012_05_03_21_02_01_0,11474,2012-05-03 09:02:01.000000000,2012-05-03 21:02:01.000000000,1.8823529411764705e-06,0
11474_2012_05_03_21_02_01_1,11474,2012-05-04 05:57:59.000000000,2012-05-04 17:57:59.000000000,1.8823529411764705e-06,0
11474_2012_05_07_08_04_01_0,11474,2012-05-06 20:04:01.000000000,2012-05-07 08:04:01.000000000,8.588235294117647e-07,0
11475_2012_05_04_12_00_00_0,11475,2012-05-04 00:00:00.000000000,2012-05-04 12:00:00.000000000,2.705882352941177e-06,0
11475_2012_05_04_17_21_01_0,11475,2012-05-04 05:21:01.000000000,2012-05-04 17:21:01.000000000,3.294117647058824e-06,0
11475_2012_05_04_13_16_01_0,11475,2012-05-04 01:16:01.000000000,2012-05-04 13:16:01.000000000,3.1764705882352943e-06,0
11475_2012_05_06_17_21_00_0,11475,2012-05-06 05:21:00.000000000,2012-05-06 17:21:00.000000000,1e-09,0
11477_2012_05_10_02_04_00_0,11477,2012-05-09 14:04:00.000000000,2012-05-10 02:04:00.000000000,1e-09,0
11477_2012_05_17_20_17_00_0,11477,2012-05-17 08:17:00.000000000,2012-05-17 20:17:00.000000000,1e-09,0
11477_2012_05_17_20_17_00_1,11477,2012-05-18 23:34:11.549297806,2012-05-19 11:34:11.549297806,1e-09,0
11477_2012_05_17_20_17_00_2,11477,2012-05-20 12:00:00.000000000,2012-05-21 00:00:00.000000000,1e-09,0
11477_2012_05_11_12_05_00_0,11477,2012-05-11 00:05:00.000000000,2012-05-11 12:05:00.000000000,1e-09,0
11477_2012_05_11_12_05_00_1,11477,2012-05-15 07:06:09.410913023,2012-05-15 19:06:09.410913023,1e-09,0
11477_2012_05_11_12_05_00_2,11477,2012-05-15 23:49:59.999999999,2012-05-16 11:49:59.999999999,1e-09,0
11478_2012_05_12_10_40_00_0,11478,2012-05-11 22:40:00.000000000,2012-05-12 10:40:00.000000000,1e-09,0
11478_2012_05_12_10_40_00_1,11478,2012-05-15 10:13:01.022573880,2012-05-15 22:13:01.022573880,1e-09,0
11478_2012_05_12_10_40_00_2,11478,2012-05-15 23:49:59.999999999,2012-05-16 11:49:59.999999999,1e-09,0
11478_2012_05_17_20_17_00_0,11478,2012-05-17 08:17:00.000000000,2012-05-17 20:17:00.000000000,1e-09,0
11478_2012_05_17_20_17_00_1,11478,2012-05-20 03:08:54.520028926,2012-05-20 15:08:54.520028926,1e-09,0
11478_2012_05_17_20_17_00_2,11478,2012-05-20 20:02:30.771855067,2012-05-21 08:02:30.771855067,1e-09,0
11479_2012_05_12_12_00_00_0,11479,2012-05-12 00:00:00.000000000,2012-05-12 12:00:00.000000000,1e-09,0
11479_2012_05_12_12_00_00_1,11479,2012-05-12 18:48:47.555933109,2012-05-13 06:48:47.555933109,1e-09,0
11479_2012_05_12_12_00_00_2,11479,2012-05-13 09:09:27.104904139,2012-05-13 21:09:27.104904139,1e-09,0
11479_2012_05_12_12_00_00_3,11479,2012-05-13 23:50:32.637883439,2012-05-14 11:50:32.637883439,1e-09,0
11479_2012_05_12_12_00_00_4,11479,2012-05-14 18:33:55.051063595,2012-05-15 06:33:55.051063595,1e-09,0
11479_2012_05_12_12_00_00_5,11479,2012-05-15 07:55:59.084796032,2012-05-15 19:55:59.084796032,1e-09,0
11479_2012_05_12_12_00_00_6,11479,2012-05-15 23:49:59.999999998,2012-05-16 11:49:59.999999998,1e-09,0
11479_2012_05_20_12_18_00_0,11479,2012-05-20 00:18:00.000000000,2012-05-20 12:18:00.000000000,1e-09,0
11479_2012_05_20_12_18_00_1,11479,2012-05-21 02:01:21.870031784,2012-05-21 14:01:21.870031784,1e-09,0
11479_2012_05_20_12_18_00_2,11479,2012-05-21 14:42:15.109178471,2012-05-22 02:42:15.109178471,1e-09,0
11479_2012_05_20_12_18_00_3,11479,2012-05-22 11:59:59.999999999,2012-05-22 23:59:59.999999999,1e-09,0
11479_2012_05_19_01_22_22_0,11479,2012-05-18 13:22:22.000000000,2012-05-19 01:22:22.000000000,1.1764705882352942e-06,0
11479_2012_05_18_01_23_01_0,11479,2012-05-17 13:23:01.000000000,2012-05-18 01:23:01.000000000,1.2941176470588237e-06,0
11479_2012_05_18_01_23_01_1,11479,2012-05-18 13:23:00.000000000,2012-05-19 01:23:00.000000000,1.2941176470588237e-06,0
11484_2012_05_23_00_32_33_0,11484,2012-05-22 12:32:33.000000000,2012-05-23 00:32:33.000000000,8.352941176470589e-07,0
11484_2012_05_24_11_27_01_0,11484,2012-05-23 23:27:01.000000000,2012-05-24 11:27:01.000000000,1.1176470588235294e-06,0
11484_2012_05_17_20_17_00_0,11484,2012-05-17 08:17:00.000000000,2012-05-17 20:17:00.000000000,1e-09,0
11484_2012_05_17_20_17_00_1,11484,2012-05-18 13:01:59.426272604,2012-05-19 01:01:59.426272604,1e-09,0
11484_2012_05_17_20_17_00_2,11484,2012-05-19 19:35:00.999999999,2012-05-20 07:35:00.999999999,1e-09,0
11484_2012_05_21_07_35_01_0,11484,2012-05-20 19:35:01.000000000,2012-05-21 07:35:01.000000000,6.941176470588235e-07,0
11484_2012_05_14_12_00_00_0,11484,2012-05-14 00:00:00.000000000,2012-05-14 12:00:00.000000000,9.52941176470588e-07,0
11484_2012_05_15_00_18_01_0,11484,2012-05-14 12:18:01.000000000,2012-05-15 00:18:01.000000000,2e-06,0
11484_2012_05_22_00_27_01_0,11484,2012-05-21 12:27:01.000000000,2012-05-22 00:27:01.000000000,1.4117647058823531e-06,0
11482_2012_05_23_11_37_01_0,11482,2012-05-22 23:37:01.000000000,2012-05-23 11:37:01.000000000,1.2941176470588237e-06,0
11482_2012_05_17_20_17_00_0,11482,2012-05-17 08:17:00.000000000,2012-05-17 20:17:00.000000000,9.058823529411764e-07,0
11482_2012_05_19_04_51_00_0,11482,2012-05-18 16:51:00.000000000,2012-05-19 04:51:00.000000000,1e-09,0
11482_2012_05_14_19_45_01_0,11482,2012-05-14 07:45:01.000000000,2012-05-14 19:45:01.000000000,1.058823529411765e-06,0
11482_2012_05_14_19_45_01_1,11482,2012-05-15 07:45:00.000000000,2012-05-15 19:45:00.000000000,1.058823529411765e-06,0
11483_2012_05_14_12_00_00_0,11483,2012-05-14 00:00:00.000000000,2012-05-14 12:00:00.000000000,2e-06,0
11483_2012_05_17_20_17_00_0,11483,2012-05-17 08:17:00.000000000,2012-05-17 20:17:00.000000000,1e-09,0
11483_2012_05_17_20_17_00_1,11483,2012-05-18 17:44:04.330606688,2012-05-19 05:44:04.330606688,1e-09,0
11483_2012_05_17_20_17_00_3,11483,2012-05-21 00:25:14.609106054,2012-05-21 12:25:14.609106054,1e-09,0
11483_2012_05_17_20_17_00_4,11483,2012-05-22 03:31:53.099739830,2012-05-22 15:31:53.099739830,1e-09,0
11483_2012_05_17_20_17_00_6,11483,2012-05-23 16:13:16.596137214,2012-05-24 04:13:16.596137214,1e-09,0
11483_2012_05_17_20_17_00_7,11483,2012-05-24 11:59:59.999999998,2012-05-24 23:59:59.999999998,1e-09,0
11483_2012_05_15_19_26_00_0,11483,2012-05-15 07:26:00.000000000,2012-05-15 19:26:00.000000000,1e-09,0
11481_2012_05_14_12_00_00_0,11481,2012-05-14 00:00:00.000000000,2012-05-14 12:00:00.000000000,1e-09,0
11481_2012_05_14_12_00_00_2,11481,2012-05-15 23:49:59.999999999,2012-05-16 11:49:59.999999999,1e-09,0
11481_2012_05_17_20_17_00_0,11481,2012-05-17 08:17:00.000000000,2012-05-17 20:17:00.000000000,1e-09,0
11485_2012_05_17_20_17_00_0,11485,2012-05-17 08:17:00.000000000,2012-05-17 20:17:00.000000000,1e-09,0
11485_2012_05_17_20_17_00_1,11485,2012-05-18 12:00:00.000000000,2012-05-19 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_0,11486,2012-05-19 00:00:00.000000000,2012-05-19 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_1,11486,2012-05-19 12:00:00.000000000,2012-05-20 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_2,11486,2012-05-20 00:00:00.000000000,2012-05-20 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_3,11486,2012-05-20 12:00:00.000000000,2012-05-21 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_4,11486,2012-05-21 00:00:00.000000000,2012-05-21 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_6,11486,2012-05-22 00:00:00.000000000,2012-05-22 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_7,11486,2012-05-22 12:00:00.000000000,2012-05-23 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_8,11486,2012-05-23 00:00:00.000000000,2012-05-23 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_10,11486,2012-05-24 00:00:00.000000000,2012-05-24 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_11,11486,2012-05-24 12:00:00.000000000,2012-05-25 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_12,11486,2012-05-25 00:00:00.000000000,2012-05-25 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_13,11486,2012-05-25 12:00:00.000000000,2012-05-26 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_14,11486,2012-05-26 00:00:00.000000000,2012-05-26 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_15,11486,2012-05-26 12:00:00.000000000,2012-05-27 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_16,11486,2012-05-27 00:00:00.000000000,2012-05-27 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_17,11486,2012-05-27 12:00:00.000000000,2012-05-28 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_18,11486,2012-05-28 00:00:00.000000000,2012-05-28 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_19,11486,2012-05-28 12:00:00.000000000,2012-05-29 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_20,11486,2012-05-29 00:00:00.000000000,2012-05-29 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_21,11486,2012-05-29 12:00:00.000000000,2012-05-30 00:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_22,11486,2012-05-30 00:00:00.000000000,2012-05-30 12:00:00.000000000,1e-09,0
11486_2012_05_19_12_00_00_23,11486,2012-05-30 12:00:00.000000000,2012-05-31 00:00:00.000000000,1e-09,0
11487_2012_05_21_12_00_00_0,11487,2012-05-21 00:00:00.000000000,2012-05-21 12:00:00.000000000,1e-09,0
11489_2012_05_24_12_00_00_0,11489,2012-05-24 00:00:00.000000000,2012-05-24 12:00:00.000000000,1e-09,0
11490_2012_05_27_14_19_01_0,11490,2012-05-27 02:19:01.000000000,2012-05-27 14:19:01.000000000,8e-07,0
11490_2012_05_25_12_00_00_0,11490,2012-05-25 00:00:00.000000000,2012-05-25 12:00:00.000000000,1.6470588235294118e-06,0
11490_2012_05_25_16_01_19_0,11490,2012-05-25 04:01:19.000000000,2012-05-25 16:01:19.000000000,7.76470588235294e-07,0
11490_2012_05_27_11_47_01_0,11490,2012-05-26 23:47:01.000000000,2012-05-27 11:47:01.000000000,7.176470588235293e-07,0
11490_2012_05_27_11_47_01_1,11490,2012-05-27 23:47:00.000000000,2012-05-28 11:47:00.000000000,7.176470588235293e-07,0
11490_2012_05_29_14_19_00_0,11490,2012-05-29 02:19:00.000000000,2012-05-29 14:19:00.000000000,1e-09,0
11490_2012_05_29_14_19_00_1,11490,2012-06-02 00:05:14.296530571,2012-06-02 12:05:14.296530571,1e-09,0
11490_2012_05_29_14_19_00_2,11490,2012-06-03 11:59:59.999999999,2012-06-03 23:59:59.999999999,1e-09,0
11490_2012_05_26_06_08_18_0,11490,2012-05-25 18:08:18.000000000,2012-05-26 06:08:18.000000000,6.470588235294118e-07,0
11490_2012_05_26_06_08_18_1,11490,2012-05-26 09:29:00.000000000,2012-05-26 21:29:00.000000000,6.470588235294118e-07,0
11490_2012_05_27_05_32_01_0,11490,2012-05-26 17:32:01.000000000,2012-05-27 05:32:01.000000000,6.117647058823529e-07,0
11491_2012_05_27_12_49_01_0,11491,2012-05-27 00:49:01.000000000,2012-05-27 12:49:01.000000000,8.705882352941178e-07,0
11491_2012_05_27_12_49_01_1,11491,2012-05-28 00:49:00.000000000,2012-05-28 12:49:00.000000000,8.705882352941178e-07,0
11491_2012_05_26_12_00_00_0,11491,2012-05-26 00:00:00.000000000,2012-05-26 12:00:00.000000000,6.70588235294118e-07,0
11492_2012_05_29_19_07_01_0,11492,2012-05-29 07:07:01.000000000,2012-05-29 19:07:01.000000000,1.023529411764706e-06,0
11492_2012_05_28_04_55_01_0,11492,2012-05-27 16:55:01.000000000,2012-05-28 04:55:01.000000000,4.11764705882353e-07,0
11492_2012_05_28_04_55_01_1,11492,2012-05-28 16:55:00.000000000,2012-05-29 04:55:00.000000000,4.11764705882353e-07,0
11492_2012_06_05_18_05_01_0,11492,2012-06-05 06:05:01.000000000,2012-06-05 18:05:01.000000000,1.1764705882352942e-06,0
11492_2012_05_31_19_07_00_0,11492,2012-05-31 07:07:00.000000000,2012-05-31 19:07:00.000000000,1e-09,0
11492_2012_05_31_19_07_00_1,11492,2012-05-31 19:18:44.261759343,2012-06-01 07:18:44.261759343,1e-09,0
11492_2012_05_31_19_07_00_2,11492,2012-06-01 13:25:37.083845930,2012-06-02 01:25:37.083845930,1e-09,0
11492_2012_05_31_19_07_00_3,11492,2012-06-02 13:39:55.070906628,2012-06-03 01:39:55.070906628,1e-09,0
11492_2012_05_31_19_07_00_4,11492,2012-06-03 12:27:25.170396428,2012-06-04 00:27:25.170396428,1e-09,0
11492_2012_05_31_19_07_00_5,11492,2012-06-04 06:05:00.999999997,2012-06-04 18:05:00.999999997,1e-09,0
11492_2012_05_26_12_00_00_0,11492,2012-05-26 00:00:00.000000000,2012-05-26 12:00:00.000000000,3.1764705882352943e-06,0
11493_2012_06_01_12_00_00_0,11493,2012-06-01 00:00:00.000000000,2012-06-01 12:00:00.000000000,1.7647058823529412e-06,0
11493_2012_06_06_19_32_01_0,11493,2012-06-06 07:32:01.000000000,2012-06-06 19:32:01.000000000,1.2941176470588237e-06,0
11493_2012_06_03_04_31_00_0,11493,2012-06-02 16:31:00.000000000,2012-06-03 04:31:00.000000000,1e-09,0
11493_2012_06_03_04_31_00_1,11493,2012-06-03 13:57:39.938036058,2012-06-04 01:57:39.938036058,1e-09,0
11493_2012_06_03_04_31_00_2,11493,2012-06-04 15:29:00.999999999,2012-06-05 03:29:00.999999999,1e-09,0
11493_2012_06_06_03_29_01_0,11493,2012-06-05 15:29:01.000000000,2012-06-06 03:29:01.000000000,1.1764705882352942e-06,0
11493_2012_06_06_03_29_01_1,11493,2012-06-06 07:30:09.000000000,2012-06-06 19:30:09.000000000,1.1764705882352942e-06,0
11493_2012_06_09_07_16_00_0,11493,2012-06-08 19:16:00.000000000,2012-06-09 07:16:00.000000000,1e-09,0
11493_2012_06_09_07_16_00_1,11493,2012-06-09 07:46:06.556951685,2012-06-09 19:46:06.556951685,1e-09,0
11493_2012_06_09_07_16_00_2,11493,2012-06-09 22:09:12.285435070,2012-06-10 10:09:12.285435070,1e-09,0
11493_2012_06_09_07_16_00_3,11493,2012-06-10 11:59:59.999999999,2012-06-10 23:59:59.999999999,1e-09,0
11493_2012_06_07_07_16_01_0,11493,2012-06-06 19:16:01.000000000,2012-06-07 07:16:01.000000000,5.6470588235294125e-06,0
11493_2012_06_07_07_16_01_1,11493,2012-06-07 19:16:00.000000000,2012-06-08 07:16:00.000000000,5.6470588235294125e-06,0
11493_2012_06_06_19_42_01_0,11493,2012-06-06 07:42:01.000000000,2012-06-06 19:42:01.000000000,2.11764705882353e-06,0
11494_2012_06_04_07_55_01_0,11494,2012-06-03 19:55:01.000000000,2012-06-04 07:55:01.000000000,1.2941176470588237e-06,0
11494_2012_06_05_20_06_01_0,11494,2012-06-05 08:06:01.000000000,2012-06-05 20:06:01.000000000,2.470588235294117e-05,1
11494_2012_06_05_20_06_01_1,11494,2012-06-06 08:06:00.000000000,2012-06-06 20:06:00.000000000,2.470588235294117e-05,1
11494_2012_06_09_03_07_00_0,11494,2012-06-08 15:07:00.000000000,2012-06-09 03:07:00.000000000,1e-09,0
11494_2012_06_09_03_07_00_1,11494,2012-06-12 06:47:00.000000000,2012-06-12 18:47:00.000000000,1e-09,0
11494_2012_06_01_12_00_00_0,11494,2012-06-01 00:00:00.000000000,2012-06-01 12:00:00.000000000,1e-09,0
11494_2012_06_06_20_13_00_0,11494,2012-06-06 08:13:00.000000000,2012-06-06 20:13:00.000000000,1.7647058823529412e-06,0
11494_2012_06_07_03_07_01_0,11494,2012-06-06 15:07:01.000000000,2012-06-07 03:07:01.000000000,9.058823529411764e-06,0
11494_2012_06_07_03_07_01_1,11494,2012-06-07 15:07:00.000000000,2012-06-08 03:07:00.000000000,9.058823529411764e-06,0
11494_2012_06_05_02_19_01_0,11494,2012-06-04 14:19:01.000000000,2012-06-05 02:19:01.000000000,2.11764705882353e-06,0
11494_2012_06_03_15_42_01_0,11494,2012-06-03 03:42:01.000000000,2012-06-03 15:42:01.000000000,1.1647058823529413e-06,0
11495_2012_06_01_12_00_00_0,11495,2012-06-01 00:00:00.000000000,2012-06-01 12:00:00.000000000,1e-09,0
11495_2012_06_01_12_00_00_1,11495,2012-06-01 18:52:59.692618833,2012-06-02 06:52:59.692618833,1e-09,0
11495_2012_06_01_12_00_00_3,11495,2012-06-03 04:55:21.315454947,2012-06-03 16:55:21.315454947,1e-09,0
11495_2012_06_01_12_00_00_4,11495,2012-06-03 19:44:28.794022059,2012-06-04 07:44:28.794022059,1e-09,0
11495_2012_06_01_12_00_00_5,11495,2012-06-04 11:59:59.999999998,2012-06-04 23:59:59.999999998,1e-09,0
11497_2012_06_08_15_27_01_0,11497,2012-06-08 03:27:01.000000000,2012-06-08 15:27:01.000000000,2e-06,0
11497_2012_06_02_12_00_00_0,11497,2012-06-02 00:00:00.000000000,2012-06-02 12:00:00.000000000,1e-09,0
11497_2012_06_02_12_00_00_1,11497,2012-06-07 03:27:01.000000000,2012-06-07 15:27:01.000000000,1e-09,0
11497_2012_06_09_18_34_31_0,11497,2012-06-09 06:34:31.000000000,2012-06-09 18:34:31.000000000,1.023529411764706e-06,0
11497_2012_06_10_23_14_00_0,11497,2012-06-10 11:14:00.000000000,2012-06-10 23:14:00.000000000,1e-09,0
11497_2012_06_09_15_29_25_0,11497,2012-06-09 03:29:25.000000000,2012-06-09 15:29:25.000000000,1.4117647058823531e-06,0
11498_2012_06_07_00_25_56_0,11498,2012-06-06 12:25:56.000000000,2012-06-07 00:25:56.000000000,1.4117647058823531e-06,0
11498_2012_06_08_02_39_00_0,11498,2012-06-07 14:39:00.000000000,2012-06-08 02:39:00.000000000,1e-09,0
11498_2012_06_08_02_39_00_1,11498,2012-06-08 12:00:00.000000000,2012-06-09 00:00:00.000000000,1e-09,0
11498_2012_06_03_01_05_00_0,11498,2012-06-02 13:05:00.000000000,2012-06-03 01:05:00.000000000,1e-09,0
11498_2012_06_03_01_05_00_1,11498,2012-06-03 11:13:01.000000000,2012-06-03 23:13:01.000000000,1e-09,0
11498_2012_06_06_00_15_01_1,11498,2012-06-06 12:15:00.000000000,2012-06-07 00:15:00.000000000,1.8823529411764705e-06,0
11498_2012_06_04_23_13_01_0,11498,2012-06-04 11:13:01.000000000,2012-06-04 23:13:01.000000000,1.1764705882352942e-06,0
11499_2012_06_05_22_36_01_0,11499,2012-06-05 10:36:01.000000000,2012-06-05 22:36:01.000000000,1.2941176470588237e-06,0
11499_2012_06_06_14_28_01_0,11499,2012-06-06 02:28:01.000000000,2012-06-06 14:28:01.000000000,3.1764705882352943e-06,0
11499_2012_06_06_15_43_01_0,11499,2012-06-06 03:43:01.000000000,2012-06-06 15:43:01.000000000,1.0705882352941176e-05,1
11499_2012_06_06_15_43_01_1,11499,2012-06-07 03:43:00.000000000,2012-06-07 15:43:00.000000000,1.0705882352941176e-05,1
11499_2012_06_11_21_09_44_0,11499,2012-06-11 09:09:44.000000000,2012-06-11 21:09:44.000000000,1.1764705882352942e-06,0
11499_2012_06_04_20_59_01_0,11499,2012-06-04 08:59:01.000000000,2012-06-04 20:59:01.000000000,4.9411764705882345e-06,0
11499_2012_06_08_10_32_01_0,11499,2012-06-07 22:32:01.000000000,2012-06-08 10:32:01.000000000,1.7647058823529412e-06,0
11499_2012_06_04_12_00_00_0,11499,2012-06-04 00:00:00.000000000,2012-06-04 12:00:00.000000000,1.7647058823529412e-06,0
11499_2012_06_05_21_32_01_0,11499,2012-06-05 09:32:01.000000000,2012-06-05 21:32:01.000000000,1.4117647058823531e-06,0
11499_2012_06_10_04_27_01_0,11499,2012-06-09 16:27:01.000000000,2012-06-10 04:27:01.000000000,1.2941176470588237e-06,0
11499_2012_06_10_04_27_01_1,11499,2012-06-10 09:01:54.000000000,2012-06-10 21:01:54.000000000,1.2941176470588237e-06,0
11499_2012_06_08_03_08_01_0,11499,2012-06-07 15:08:01.000000000,2012-06-08 03:08:01.000000000,1.7647058823529412e-06,0
11499_2012_06_08_03_08_01_1,11499,2012-06-08 15:08:00.000000000,2012-06-09 03:08:00.000000000,1.7647058823529412e-06,0
11499_2012_06_11_23_11_01_0,11499,2012-06-11 11:11:01.000000000,2012-06-11 23:11:01.000000000,1.5294117647058826e-06,0
11499_2012_06_11_23_11_01_1,11499,2012-06-12 06:47:00.000000000,2012-06-12 18:47:00.000000000,1.5294117647058826e-06,0
11499_2012_06_10_21_05_01_0,11499,2012-06-10 09:05:01.000000000,2012-06-10 21:05:01.000000000,1.7647058823529412e-06,0
11499_2012_06_05_21_08_59_0,11499,2012-06-05 09:08:59.000000000,2012-06-05 21:08:59.000000000,1.4117647058823531e-06,0
11499_2012_06_09_10_36_37_0,11499,2012-06-08 22:36:37.000000000,2012-06-09 10:36:37.000000000,1.1764705882352942e-06,0
11500_2012_06_05_12_00_00_0,11500,2012-06-05 00:00:00.000000000,2012-06-05 12:00:00.000000000,1e-09,0
11502_2012_06_05_12_00_00_0,11502,2012-06-05 00:00:00.000000000,2012-06-05 12:00:00.000000000,1e-09,0
11502_2012_06_05_12_00_00_1,11502,2012-06-05 14:22:36.156323198,2012-06-06 02:22:36.156323198,1e-09,0
11502_2012_06_05_12_00_00_2,11502,2012-06-06 11:59:59.999999999,2012-06-06 23:59:59.999999999,1e-09,0
11504_2012_06_17_17_45_59_0,11504,2012-06-17 05:45:59.000000000,2012-06-17 17:45:59.000000000,2.11764705882353e-06,0
11504_2012_06_19_16_28_01_0,11504,2012-06-19 04:28:01.000000000,2012-06-19 16:28:01.000000000,3.647058823529412e-06,0
11504_2012_06_14_15_56_00_0,11504,2012-06-14 03:56:00.000000000,2012-06-14 15:56:00.000000000,4e-06,0
11504_2012_06_14_08_10_00_0,11504,2012-06-13 20:10:00.000000000,2012-06-14 08:10:00.000000000,2.235294117647059e-05,1
11504_2012_06_20_18_14_01_0,11504,2012-06-20 06:14:01.000000000,2012-06-20 18:14:01.000000000,8.235294117647059e-07,0
11504_2012_06_20_18_14_01_1,11504,2012-06-21 06:14:00.000000000,2012-06-21 18:14:00.000000000,8.235294117647059e-07,0
11504_2012_06_12_03_20_01_0,11504,2012-06-11 15:20:01.000000000,2012-06-12 03:20:01.000000000,2.588235294117648e-06,0
11504_2012_06_12_13_17_01_0,11504,2012-06-12 01:17:01.000000000,2012-06-12 13:17:01.000000000,1.411764705882353e-05,1
11504_2012_06_19_05_58_01_0,11504,2012-06-18 17:58:01.000000000,2012-06-19 05:58:01.000000000,1.5294117647058826e-06,0
11504_2012_06_12_09_19_01_0,11504,2012-06-11 21:19:01.000000000,2012-06-12 09:19:01.000000000,3.1764705882352943e-06,0
