"id","folderExists","fileCount","timepoints","missingChannelCount","missingChannels"
"11546_2012_08_23_04_33_00_2","True","40","4","0",""
"11546_2012_08_23_04_33_00_3","True","40","4","0",""
"11546_2012_08_23_04_33_00_4","True","40","4","0",""
"11546_2012_08_19_03_08_00_0","True","40","4","0",""
"11546_2012_08_19_03_08_00_1","True","40","4","0",""
"11547_2012_08_19_03_08_00_0","True","40","4","0",""
"11547_2012_08_19_03_08_00_1","True","40","4","0",""
"11548_2012_08_21_16_58_01_0","True","40","4","0",""
"11548_2012_08_23_04_33_00_0","True","40","4","0",""
"11548_2012_08_19_12_00_00_0","True","40","4","0",""
"11548_2012_08_19_12_00_00_1","True","40","4","0",""
"11548_2012_08_24_05_36_00_0","True","40","4","0",""
"11548_2012_08_21_10_06_00_0","True","40","4","0",""
"11552_2012_08_23_04_33_00_0","True","40","4","0",""
"11552_2012_08_23_04_33_00_1","True","40","4","0",""
"11552_2012_08_23_04_33_00_2","True","40","4","0",""
"11552_2012_08_23_04_33_00_3","True","40","4","0",""
"11553_2012_09_01_10_21_01_0","True","40","4","0",""
"11553_2012_09_01_10_21_01_1","True","40","4","0",""
"11553_2012_08_24_12_00_00_0","True","40","4","0",""
"11553_2012_09_02_10_25_59_0","True","40","4","0",""
"11553_2012_08_27_01_08_00_0","True","40","4","0",""
"11553_2012_08_27_01_08_00_1","True","40","4","0",""
"11553_2012_08_31_19_45_01_0","True","40","4","0",""
"11553_2012_08_28_23_44_01_0","True","40","4","0",""
"11553_2012_08_28_23_44_01_1","True","40","4","0",""
"11553_2012_08_31_17_37_01_0","True","40","4","0",""
"11554_2012_08_27_18_14_01_0","True","40","4","0",""
"11554_2012_08_31_00_39_01_0","True","40","4","0",""
"11554_2012_08_29_01_52_01_0","True","40","4","0",""
"11554_2012_08_29_09_12_01_0","True","40","4","0",""
"11554_2012_08_31_18_28_01_0","True","40","4","0",""
"11554_2012_08_31_18_28_01_1","True","40","4","0",""
"11554_2012_08_25_12_00_00_0","True","40","4","0",""
"11554_2012_08_28_09_44_01_0","True","40","4","0",""
"11554_2012_08_28_09_44_01_1","True","40","4","0",""
"11554_2012_08_27_01_08_00_0","True","40","4","0",""
"11555_2012_08_28_21_14_51_0","True","40","4","0",""
"11555_2012_08_28_21_14_51_1","True","40","4","0",""
"11555_2012_08_27_21_10_01_0","True","39","4","0",""
"11555_2012_08_28_21_13_23_0","True","40","4","0",""
"11555_2012_08_27_19_58_01_0","True","40","4","0",""
"11555_2012_08_27_01_08_00_0","True","40","4","0",""
"11555_2012_08_30_20_11_00_0","True","38","4","0",""
"11555_2012_08_30_20_11_00_1","True","40","4","0",""
"11555_2012_08_28_21_13_21_0","True","40","4","0",""
"11558_2012_08_30_20_11_00_0","True","38","4","0",""
"11558_2012_08_30_20_11_00_1","True","40","4","0",""
"11558_2012_08_30_20_11_00_2","True","40","4","0",""
"11558_2012_08_30_20_11_00_3","True","40","4","0",""
"11558_2012_08_29_03_19_00_0","True","40","4","0",""
"11558_2012_08_29_03_19_00_1","True","40","4","0",""
"11559_2012_08_29_12_00_00_0","True","40","4","0",""
"11559_2012_08_30_20_11_00_0","True","38","4","0",""
"11559_2012_08_30_20_11_00_1","True","40","4","0",""
"11559_2012_08_30_20_11_00_2","True","40","4","0",""
"11559_2012_08_30_20_11_00_3","True","40","4","0",""
"11559_2012_08_30_20_11_00_4","True","40","4","0",""
"11559_2012_08_30_20_11_00_5","True","40","4","0",""
"11559_2012_08_30_20_11_00_6","True","40","4","0",""
"11559_2012_08_30_20_11_00_7","True","40","4","0",""
"11559_2012_08_30_20_11_00_8","True","39","4","0",""
"11559_2012_08_30_20_11_00_9","True","40","4","0",""
"11559_2012_08_30_20_11_00_10","True","40","4","0",""
"11559_2012_08_30_20_11_00_11","True","40","4","0",""
"11559_2012_08_30_20_11_00_12","True","40","4","0",""
"11559_2012_08_30_20_11_00_13","True","40","4","0",""
"11560_2012_09_02_18_15_00_0","True","40","4","0",""
"11560_2012_09_02_18_15_00_1","True","40","4","0",""
"11560_2012_09_02_20_27_01_0","True","40","4","0",""
"11560_2012_08_30_20_11_00_0","True","38","4","0",""
"11560_2012_09_04_02_34_01_0","True","40","4","0",""
"11560_2012_08_31_07_26_58_0","True","40","4","0",""
"11560_2012_09_05_03_16_01_0","True","40","4","0",""
"11560_2012_09_06_15_28_30_0","True","40","4","0",""
"11560_2012_09_07_16_57_01_0","True","40","4","0",""
"11560_2012_09_07_20_18_01_0","True","40","4","0",""
"11560_2012_09_05_01_14_01_0","True","36","4","0",""
"11560_2012_09_05_02_06_01_0","True","40","4","0",""
"11560_2012_09_01_18_10_01_0","True","40","4","0",""
"11560_2012_09_01_18_10_01_1","True","40","4","0",""
"11560_2012_09_05_04_13_01_0","True","40","4","0",""
"11560_2012_09_05_04_13_01_1","True","40","4","0",""
"11560_2012_09_01_01_58_01_0","True","40","4","0",""
"11560_2012_09_01_01_58_01_1","True","40","4","0",""
"11560_2012_09_06_04_17_39_0","True","40","4","0",""
"11561_2012_08_31_12_00_00_0","True","40","4","0",""
"11561_2012_08_31_12_00_00_1","True","40","4","0",""
"11561_2012_08_31_12_00_00_2","True","40","4","0",""
"11561_2012_08_31_12_00_00_3","True","39","4","0",""
"11561_2012_08_31_12_00_00_4","True","40","4","0",""
"11561_2012_08_31_12_00_00_5","True","40","4","0",""
"11562_2012_09_06_18_03_01_0","True","40","4","0",""
"11562_2012_09_06_18_03_01_1","True","40","4","0",""
"11562_2012_09_08_18_03_00_0","True","40","4","0",""
"11562_2012_09_08_18_03_00_1","True","38","4","0",""
"11562_2012_09_08_18_03_00_2","True","40","4","0",""
"11562_2012_09_01_20_43_00_0","True","40","4","0",""
"11562_2012_09_01_20_43_00_1","True","40","4","0",""
"11562_2012_09_01_20_43_00_2","True","40","4","0",""
"11562_2012_09_01_20_43_00_3","True","40","4","0",""
"11562_2012_09_01_20_43_00_4","True","40","4","0",""
"11562_2012_09_06_17_11_01_0","True","40","4","0",""
"11562_2012_09_06_17_11_01_1","True","40","4","0",""
"11562_2012_08_31_12_00_00_0","True","40","4","0",""
"11563_2012_09_01_11_27_00_0","True","40","4","0",""
"11563_2012_09_01_11_27_00_1","True","40","4","0",""
"11563_2012_09_01_11_27_00_2","True","40","4","0",""
"11563_2012_09_01_11_27_00_3","True","40","4","0",""
"11564_2012_09_03_02_49_13_0","True","40","4","0",""
"11564_2012_09_02_02_47_01_0","True","40","4","0",""
"11564_2012_09_09_23_56_01_0","True","40","4","0",""
"11564_2012_09_03_02_49_42_0","True","40","4","0",""
"11564_2012_09_03_02_49_42_1","True","40","4","0",""
"11564_2012_09_08_18_16_28_0","True","40","4","0",""
"11564_2012_09_03_05_07_01_0","True","40","4","0",""
"11564_2012_09_05_08_19_25_0","True","33","4","0",""
"11564_2012_09_01_22_30_01_0","True","39","4","0",""
"11564_2012_09_03_02_49_27_0","True","40","4","0",""
"11564_2012_09_04_08_06_01_0","True","40","4","0",""
"11564_2012_09_04_08_06_01_1","True","35","4","0",""
"11564_2012_09_11_22_46_00_0","True","40","4","0",""
"11564_2012_09_07_17_59_01_0","True","40","4","0",""
"11564_2012_09_07_17_59_01_1","True","40","4","0",""
"11564_2012_09_06_22_50_01_0","True","40","4","0",""
"11564_2012_09_04_03_47_01_0","True","40","4","0",""
"11564_2012_09_07_07_30_01_0","True","38","4","0",""
"11564_2012_09_01_12_00_00_0","True","40","4","0",""
"11564_2012_09_06_07_56_06_0","True","40","4","0",""
"11564_2012_09_06_20_51_01_0","True","40","4","0",""
"11564_2012_09_09_22_55_11_0","True","40","4","0",""
"11564_2012_09_08_22_36_01_0","True","40","4","0",""
"11564_2012_09_08_22_36_01_1","True","40","4","0",""
"11564_2012_09_10_23_57_12_0","True","40","4","0",""
"11564_2012_09_02_01_52_01_0","True","40","4","0",""
"11564_2012_09_11_00_03_46_0","True","40","4","0",""
"11566_2012_09_13_23_41_01_0","True","40","4","0",""
"11566_2012_09_13_23_41_01_1","True","40","4","0",""
"11566_2012_09_04_12_00_00_0","True","40","4","0",""
"11566_2012_09_04_12_00_00_1","True","40","4","0",""
"11566_2012_09_04_12_00_00_2","True","40","4","0",""
"11566_2012_09_04_12_00_00_3","True","40","4","0",""
"11566_2012_09_04_12_00_00_4","True","40","4","0",""
"11566_2012_09_04_12_00_00_5","True","40","4","0",""
"11566_2012_09_04_12_00_00_6","True","40","4","0",""
"11566_2012_09_14_22_59_01_0","True","40","4","0",""
"11566_2012_09_16_22_59_00_0","True","40","4","0",""
"11566_2012_09_14_18_41_01_0","True","38","4","0",""
"11565_2012_09_05_07_34_00_0","True","40","4","0",""
"11565_2012_09_05_07_34_00_1","True","40","4","0",""
"11565_2012_09_05_07_34_00_2","True","40","4","0",""
"11565_2012_09_05_07_34_00_3","True","40","4","0",""
"11565_2012_09_05_07_34_00_4","True","40","4","0",""
"11567_2012_09_09_10_23_01_0","True","40","4","0",""
"11567_2012_09_10_10_24_45_0","True","40","4","0",""
"11568_2012_09_10_14_58_00_0","True","40","4","0",""
"11568_2012_09_12_07_46_01_0","True","38","4","0",""
"11569_2012_09_13_18_26_45_0","True","38","4","0",""
"11569_2012_09_13_23_00_26_0","True","38","4","0",""
"11569_2012_09_13_23_00_26_1","True","40","4","0",""
"11569_2012_09_12_07_16_01_0","True","38","4","0",""
"11569_2012_09_12_07_16_01_1","True","38","4","0",""
"11569_2012_09_11_12_00_00_0","True","36","4","0",""
"11569_2012_09_11_12_00_00_1","True","40","4","0",""
"11569_2012_09_15_13_23_00_0","True","40","4","0",""
"11569_2012_09_15_13_23_00_1","True","40","4","0",""
"11569_2012_09_15_13_23_00_2","True","40","4","0",""
"11569_2012_09_15_13_23_00_3","True","40","4","0",""
"11569_2012_09_15_13_23_00_4","True","40","4","0",""
"11569_2012_09_15_13_23_00_5","True","40","4","0",""
"11569_2012_09_15_13_23_00_6","True","40","4","0",""
"11569_2012_09_15_13_23_00_7","True","40","4","0",""
"11569_2012_09_15_13_23_00_8","True","40","4","0",""
"11569_2012_09_15_13_23_00_9","True","40","4","0",""
"11569_2012_09_15_13_23_00_10","True","38","4","0",""
"11569_2012_09_15_13_23_00_11","True","38","4","0",""
"11569_2012_09_15_13_23_00_12","True","38","4","0",""
"11569_2012_09_11_22_41_01_0","True","40","4","0",""
"11569_2012_09_12_08_34_01_0","True","38","4","0",""
"11569_2012_09_12_08_34_01_1","True","38","4","0",""
"11569_2012_09_13_16_03_03_0","True","40","4","0",""
"11569_2012_09_12_16_01_01_0","True","40","4","0",""
"11569_2012_09_12_16_01_01_1","True","40","4","0",""
"11569_2012_09_12_13_06_01_0","True","38","4","0",""
"11569_2012_09_11_23_24_01_0","True","40","4","0",""
"11571_2012_09_14_14_35_01_0","True","40","4","0",""
"11571_2012_09_14_16_59_01_0","True","40","4","0",""
"11571_2012_09_14_16_59_01_1","True","40","5","0",""
"11571_2012_09_15_19_04_03_0","True","38","4","0",""
"11571_2012_09_13_12_00_00_0","True","38","4","0",""
"11571_2012_09_13_12_00_00_1","True","40","4","0",""
"11571_2012_09_16_20_11_00_0","True","40","4","0",""
"11571_2012_09_16_20_11_00_1","True","40","4","0",""
"11571_2012_09_16_20_11_00_2","True","38","4","0",""
"11571_2012_09_15_16_59_47_0","True","40","4","0",""
"11572_2012_09_16_12_00_00_0","True","38","4","0",""
"11572_2012_09_16_12_00_00_1","True","40","5","0",""
"11574_2012_09_19_11_39_01_0","True","38","4","0",""
"11574_2012_09_19_09_22_01_0","True","40","4","0",""
"11574_2012_09_20_19_32_01_0","True","40","4","0",""
"11574_2012_09_17_12_00_00_0","True","38","4","0",""
"11574_2012_09_17_12_00_00_1","True","40","4","0",""
"11573_2012_09_24_06_58_01_0","True","38","4","0",""
"11573_2012_09_24_06_58_01_1","True","38","4","0",""
"11573_2012_09_17_12_00_00_0","True","38","4","0",""
"11573_2012_09_17_12_00_00_1","True","40","4","0",""
"11573_2012_09_17_12_00_00_2","True","38","4","0",""
"11573_2012_09_17_12_00_00_3","True","40","4","0",""
"11573_2012_09_17_12_00_00_4","True","38","4","0",""
"11573_2012_09_20_12_21_01_0","True","38","4","0",""
"11573_2012_09_24_22_08_01_0","True","40","4","0",""
"11573_2012_09_24_22_08_01_1","True","40","4","0",""
"11573_2012_09_22_20_51_00_0","True","40","4","0",""
"11575_2012_09_24_02_47_01_0","True","40","4","0",""
"11575_2012_09_19_12_00_00_0","True","38","4","0",""
"11575_2012_09_29_14_26_01_0","True","40","4","0",""
"11575_2012_09_21_01_25_00_0","True","40","4","0",""
"11575_2012_09_21_01_25_00_1","True","38","4","0",""
"11575_2012_09_28_17_19_01_0","True","40","4","0",""
"11575_2012_09_28_17_19_01_1","True","40","4","0",""
"11575_2012_09_25_02_51_59_0","True","40","4","0",""
"11575_2012_09_29_15_10_01_0","True","40","4","0",""
"11575_2012_09_28_18_09_01_0","True","40","4","0",""
"11575_2012_09_23_09_49_01_0","True","40","4","0",""
"11575_2012_09_27_06_59_00_0","True","38","4","0",""
"11575_2012_09_28_07_53_01_0","True","38","4","0",""
"11577_2012_09_28_15_47_01_0","True","40","4","0",""
"11577_2012_09_28_15_47_01_1","True","38","4","0",""
"11577_2012_09_27_06_59_00_0","True","38","4","0",""
"11577_2012_09_28_07_53_01_0","True","38","4","0",""
"11577_2012_10_02_23_08_00_0","True","40","4","0",""
"11577_2012_09_24_04_35_01_0","True","40","4","0",""
"11577_2012_09_24_04_35_01_1","True","40","4","0",""
"11577_2012_09_28_08_57_01_0","True","40","4","0",""
"11577_2012_09_29_06_45_01_0","True","38","4","0",""
"11577_2012_09_29_06_45_01_1","True","40","4","0",""
"11577_2012_09_23_12_00_00_0","True","38","4","0",""
"11577_2012_09_28_13_39_01_0","True","40","4","0",""
"11578_2012_09_27_06_59_00_0","True","38","4","0",""
"11578_2012_09_27_06_59_00_1","True","38","4","0",""
"11578_2012_09_27_06_59_00_2","True","40","4","0",""
"11578_2012_09_25_15_42_00_0","True","40","4","0",""
"11578_2012_09_25_15_42_00_1","True","37","5","0",""
"11579_2012_09_28_17_20_00_0","True","40","4","0",""
"11579_2012_09_28_17_20_00_1","True","40","4","0",""
"11579_2012_10_02_23_08_00_0","True","40","4","0",""
"11579_2012_10_05_00_41_01_0","True","40","4","0",""
"11579_2012_10_05_02_10_01_0","True","40","4","0",""
"11579_2012_10_05_02_10_01_1","True","40","4","0",""
"11579_2012_09_27_06_59_00_0","True","38","4","0",""
"11580_2012_09_27_06_59_00_0","True","38","4","0",""
"11580_2012_09_28_10_30_01_0","True","38","4","0",""
"11581_2012_09_27_06_59_00_0","True","38","4","0",""
"11582_2012_10_04_16_42_00_0","True","40","4","0",""
"11582_2012_10_04_16_42_00_1","True","40","4","0",""
"11582_2012_10_04_16_42_00_2","True","40","4","0",""
"11582_2012_10_04_16_42_00_3","True","40","4","0",""
"11582_2012_10_04_16_42_00_4","True","40","4","0",""
"11582_2012_09_27_12_40_00_0","True","38","4","0",""
"11582_2012_09_27_12_40_00_1","True","40","4","0",""
"11582_2012_09_27_12_40_00_2","True","40","4","0",""
"11584_2012_10_02_23_08_00_0","True","40","4","0",""
"11584_2012_10_04_16_42_00_0","True","40","4","0",""
"11585_2012_10_06_11_25_08_0","True","40","4","0",""
"11585_2012_10_06_11_25_08_1","True","40","4","0",""
"11585_2012_10_11_09_30_00_0","True","35","4","0",""
"11585_2012_10_05_11_24_01_0","True","40","4","0",""
"11585_2012_10_05_05_30_01_0","True","40","4","0",""
"11585_2012_10_06_12_46_01_0","True","40","4","0",""
"11585_2012_10_06_12_46_01_1","True","40","4","0",""
"11586_2012_10_17_16_03_00_0","True","30","4","0",""
"11586_2012_10_17_16_03_00_1","True","40","4","0",""
"11586_2012_10_17_16_03_00_2","True","40","4","0",""
"11586_2012_10_14_18_59_00_0","True","40","4","0",""
"11586_2012_10_11_09_30_00_0","True","35","4","0",""
"11588_2012_10_11_09_30_00_0","True","35","4","0",""
"11589_2012_10_18_05_19_01_0","True","35","4","0",""
"11589_2012_10_18_05_19_01_1","True","40","4","0",""
"11589_2012_10_11_09_30_00_0","True","35","4","0",""
"11589_2012_10_18_01_15_01_0","True","35","4","0",""
"11589_2012_10_14_18_59_01_0","True","40","4","0",""
"11589_2012_10_20_05_19_00_0","True","40","4","0",""
"11589_2012_10_20_05_19_00_1","True","40","4","0",""
"11590_2012_10_17_16_03_00_0","True","30","4","0",""
"11590_2012_10_17_16_03_00_1","True","40","4","0",""
"11590_2012_10_17_16_03_00_2","True","40","4","0",""
"11590_2012_10_17_16_03_00_3","True","40","4","0",""
"11590_2012_10_17_16_03_00_4","True","40","4","0",""
"11590_2012_10_17_16_03_00_5","True","40","4","0",""
"11590_2012_10_17_16_03_00_6","True","40","4","0",""
"11591_2012_10_22_09_11_00_0","True","40","4","0",""
"11591_2012_10_22_09_11_00_1","True","40","4","0",""
"11591_2012_10_14_18_59_00_0","True","40","4","0",""
"11591_2012_10_17_16_03_00_0","True","30","4","0",""
"11591_2012_10_14_22_05_47_0","True","40","4","0",""
"11591_2012_10_24_18_41_00_0","True","40","4","0",""
"11593_2012_10_23_01_26_01_0","True","40","4","0",""
"11593_2012_10_23_01_26_01_1","True","40","4","0",""
"11593_2012_10_22_09_11_00_0","True","40","4","0",""
"11593_2012_10_22_16_09_59_0","True","40","4","0",""
"11593_2012_10_22_16_09_59_1","True","39","4","0",""
"11593_2012_10_17_16_03_00_0","True","30","4","0",""
"11593_2012_10_24_18_41_00_0","True","40","4","0",""
"11594_2012_10_18_18_51_01_0","True","40","4","0",""
"11594_2012_10_20_18_51_00_0","True","40","4","0",""
"11597_2012_10_20_04_41_00_0","True","40","4","0",""
"11597_2012_10_20_04_41_00_1","True","40","4","0",""
"11597_2012_10_20_04_41_00_2","True","40","4","0",""
"11596_2012_10_20_20_15_04_0","True","40","4","0",""
"11596_2012_10_20_20_15_04_1","True","40","4","0",""
"11596_2012_10_22_13_16_00_0","True","40","4","0",""
"11596_2012_10_22_13_16_00_1","True","40","4","0",""
"11596_2012_10_26_06_10_00_0","True","40","4","0",""
"11596_2012_10_24_18_41_00_0","True","40","4","0",""
"11596_2012_10_28_10_48_00_0","True","40","4","0",""
"11596_2012_10_19_20_10_01_0","True","40","4","0",""
"11596_2012_10_30_05_07_01_0","True","40","4","0",""
"11596_2012_10_25_04_00_01_0","True","40","4","0",""
"11600_2012_10_28_10_48_00_0","True","40","4","0",""
"11600_2012_10_28_10_48_00_1","True","40","4","0",""
"11600_2012_10_28_10_48_00_2","True","33","4","0",""
"11602_2012_10_31_07_23_00_0","True","40","4","0",""
"11602_2012_10_31_07_23_00_1","True","40","4","0",""
"11602_2012_10_31_07_23_00_2","True","40","4","0",""
"11602_2012_10_31_07_23_00_3","True","40","4","0",""
"11602_2012_10_31_07_23_00_4","True","40","4","0",""
"11602_2012_10_31_07_23_00_5","True","40","4","0",""
"11605_2012_11_11_05_46_00_0","True","40","4","0",""
"11605_2012_11_07_17_15_00_0","True","40","4","0",""
"11605_2012_11_07_17_15_00_1","True","40","4","0",""
"11605_2012_11_06_05_21_00_0","True","40","4","0",""
"11606_2012_11_07_17_15_00_0","True","40","4","0",""
"11608_2012_11_07_17_15_00_0","True","40","4","0",""
"11607_2012_11_07_17_15_00_0","True","40","4","0",""
"11609_2012_11_11_05_46_00_0","True","40","4","0",""
"11609_2012_11_11_05_46_00_1","True","40","4","0",""
"11609_2012_11_11_05_46_00_2","True","40","4","0",""
"11609_2012_11_07_17_15_00_0","True","40","4","0",""
"11610_2012_11_11_08_10_01_0","True","40","4","0",""
"11610_2012_11_13_20_04_00_0","True","40","4","0",""
"11610_2012_11_15_19_55_01_0","True","40","4","0",""
"11610_2012_11_14_03_34_01_0","True","40","4","0",""
"11610_2012_11_11_05_46_00_0","True","40","4","0",""
"11610_2012_11_11_12_14_01_0","True","40","4","0",""
"11610_2012_11_16_05_22_01_0","True","40","4","0",""
"11610_2012_11_11_10_22_01_0","True","40","4","0",""
"11610_2012_11_14_04_37_01_0","True","40","4","0",""
"11612_2012_11_11_05_46_00_0","True","40","4","0",""
"11612_2012_11_11_05_46_00_1","True","40","4","0",""
"11612_2012_11_13_20_04_00_0","True","40","4","0",""
"11612_2012_11_11_05_46_00_2","True","40","4","0",""
"11612_2012_11_13_20_04_00_1","True","40","4","0",""
"11612_2012_11_18_19_37_00_0","True","40","4","0",""
"11612_2012_11_18_19_37_00_1","True","40","4","0",""
"11613_2012_11_13_20_04_00_0","True","40","4","0",""
"11613_2012_11_14_08_02_01_0","True","40","4","0",""
"11613_2012_11_21_20_50_00_0","True","40","4","0",""
"11613_2012_11_21_20_50_00_1","True","40","4","0",""
"11613_2012_11_15_08_05_58_0","True","40","4","0",""
"11613_2012_11_15_08_05_58_1","True","40","4","0",""
"11613_2012_11_16_18_10_01_0","True","40","4","0",""
"11613_2012_11_17_18_14_00_0","True","40","4","0",""
"11613_2012_11_13_23_41_01_0","True","40","4","0",""
"11613_2012_11_19_08_15_00_0","True","40","4","0",""
"11613_2012_11_16_04_08_01_0","True","40","4","0",""
"11615_2012_11_14_12_54_01_0","True","40","4","0",""
"11615_2012_11_14_12_54_01_1","True","40","4","0",""
"11615_2012_11_16_03_08_01_0","True","40","4","0",""
"11615_2012_11_16_03_08_01_1","True","40","4","0",""
"11615_2012_11_17_04_07_01_0","True","40","4","0",""
"11614_2012_11_18_19_37_00_0","True","40","4","0",""
"11614_2012_11_18_19_37_00_1","True","40","4","0",""
"11614_2012_11_13_20_04_00_0","True","40","4","0",""
"11614_2012_11_13_20_04_00_1","True","40","4","0",""
"11614_2012_11_15_14_47_01_0","True","40","4","0",""
"11614_2012_11_15_22_04_01_0","True","40","4","0",""
"11616_2012_11_21_20_50_00_0","True","40","4","0",""
"11616_2012_11_18_19_37_00_0","True","40","4","0",""
"11616_2012_11_18_19_37_00_1","True","40","4","0",""
"11616_2012_11_15_12_00_00_0","True","40","4","0",""
"11616_2012_11_15_12_00_00_1","True","40","4","0",""
"11616_2012_11_15_12_00_00_2","True","40","4","0",""
"11616_2012_11_15_12_00_00_3","True","40","4","0",""
"11616_2012_11_15_12_00_00_4","True","40","4","0",""
"11616_2012_11_23_21_06_00_0","True","40","4","0",""
"11616_2012_11_23_21_06_00_1","True","40","4","0",""
"11618_2012_11_26_20_59_00_0","True","40","4","0",""
"11618_2012_11_21_23_13_43_0","True","40","4","0",""
"11618_2012_11_21_20_50_00_0","True","40","4","0",""
"11618_2012_11_18_19_37_00_0","True","40","4","0",""
"11618_2012_11_21_21_21_00_0","True","40","4","0",""
"11618_2012_11_22_12_12_01_0","True","40","4","0",""
"11618_2012_11_25_02_13_01_0","True","40","4","0",""
"11618_2012_11_19_06_33_01_0","True","40","4","0",""
"11618_2012_11_24_13_43_49_0","True","40","4","0",""
"11618_2012_11_24_13_43_49_1","True","40","4","0",""
"11618_2012_11_19_02_30_37_0","True","39","4","0",""
"11618_2012_11_23_21_06_00_0","True","40","4","0",""
"11618_2012_11_23_21_06_00_1","True","40","4","0",""
"11619_2012_11_24_20_14_01_0","True","40","4","0",""
"11619_2012_11_21_20_50_00_0","True","40","4","0",""
"11619_2012_11_21_20_50_00_1","True","40","4","0",""
"11619_2012_11_18_19_37_00_0","True","40","4","0",""
"11621_2012_11_26_20_59_00_0","True","40","4","0",""
"11621_2012_12_05_06_12_00_0","True","40","4","0",""
"11621_2012_12_03_04_36_00_0","True","40","4","0",""
"11621_2012_12_06_05_19_01_0","True","40","4","0",""
"11621_2012_11_28_15_07_00_0","True","40","4","0",""
"11621_2012_11_28_15_07_00_1","True","40","4","0",""
"11621_2012_11_28_15_07_00_2","True","37","4","0",""
"11621_2012_11_28_15_07_00_3","True","40","4","0",""
"11621_2012_12_06_21_21_01_0","True","40","4","0",""
"11621_2012_12_06_10_07_01_0","True","40","4","0",""
"11623_2012_12_08_10_17_00_0","True","40","4","0",""
"11623_2012_12_07_04_20_00_0","True","40","4","0",""
"11623_2012_12_03_04_36_00_0","True","40","4","0",""
"11623_2012_11_29_14_37_01_0","True","40","4","0",""
"11623_2012_12_05_06_12_00_0","True","40","4","0",""
"11623_2012_12_05_06_12_00_1","True","40","4","0",""
"11623_2012_12_04_02_17_03_0","True","40","4","0",""
"11623_2012_12_09_23_09_00_0","True","40","4","0",""
"11623_2012_11_28_15_07_00_0","True","40","4","0",""
"11624_2012_11_29_12_00_00_0","True","40","4","0",""
"11624_2012_11_29_12_00_00_1","True","40","4","0",""
"11626_2012_12_05_12_00_00_0","True","40","4","0",""
"11626_2012_12_05_12_00_00_1","True","40","4","0",""
"11628_2012_12_06_18_08_00_0","True","40","4","0",""
"11628_2012_12_06_12_00_00_0","True","40","4","0",""
"11629_2012_12_14_13_05_01_0","True","40","4","0",""
"11629_2012_12_13_22_24_01_0","True","40","4","0",""
"11629_2012_12_13_22_24_01_1","True","40","4","0",""
"11629_2012_12_16_10_49_00_0","True","40","4","0",""
"11629_2012_12_11_01_09_01_0","True","40","4","0",""
"11632_2012_12_16_10_49_00_0","True","40","4","0",""
"11632_2012_12_17_00_28_13_0","True","40","4","0",""
"11632_2012_12_17_00_28_04_0","True","40","4","0",""
"11632_2012_12_13_14_15_00_0","True","40","4","0",""
"11631_2012_12_17_13_08_01_0","True","40","4","0",""
"11631_2012_12_17_13_08_01_1","True","40","4","0",""
"11631_2012_12_16_10_49_00_0","True","40","4","0",""
"11631_2012_12_16_15_02_01_0","True","40","4","0",""
"11631_2012_12_14_09_11_01_0","True","40","4","0",""
"11633_2012_12_16_12_00_00_0","True","40","4","0",""
"11633_2012_12_18_16_45_00_0","True","40","4","0",""
"11633_2012_12_18_16_45_00_1","True","40","4","0",""
"11633_2012_12_26_05_30_01_0","True","40","4","0",""
"11633_2012_12_17_16_42_01_0","True","40","4","0",""
"11633_2012_12_26_09_02_01_0","True","40","4","0",""
"11633_2012_12_21_17_26_01_0","True","40","4","0",""
"11633_2012_12_22_23_38_00_0","True","40","4","0",""
"11633_2012_12_21_22_20_01_0","True","40","4","0",""
"11633_2012_12_23_22_26_01_0","True","40","4","0",""
"11633_2012_12_21_17_32_01_0","True","40","4","0",""
"11633_2012_12_20_06_13_01_0","True","40","4","0",""
"11633_2012_12_21_01_30_01_0","True","40","4","0",""
"11634_2012_12_21_16_34_00_0","True","40","4","0",""
"11634_2012_12_22_23_38_00_0","True","40","4","0",""
"11634_2012_12_22_23_38_00_1","True","40","4","0",""
"11634_2012_12_22_23_38_00_2","True","40","4","0",""
"11634_2012_12_17_20_03_01_0","True","40","4","0",""
"11634_2012_12_19_16_34_01_0","True","40","4","0",""
"11634_2012_12_16_12_00_00_0","True","40","4","0",""
"11634_2012_12_16_12_00_00_1","True","40","4","0",""
"11635_2012_12_26_04_57_59_0","True","40","4","0",""
"11635_2012_12_26_04_57_30_0","True","40","4","0",""
"11635_2012_12_27_13_25_00_0","True","40","4","0",""
"11635_2012_12_21_04_05_01_0","True","40","4","0",""
"11635_2012_12_21_04_05_01_1","True","40","4","0",""
"11635_2012_12_20_23_55_01_0","True","40","4","0",""
"11635_2012_12_20_23_55_01_1","True","40","4","0",""
"11635_2012_12_26_04_56_47_0","True","40","4","0",""
"11635_2012_12_24_06_43_01_0","True","40","4","0",""
"11635_2012_12_23_02_41_34_0","True","40","4","0",""
"11635_2012_12_23_02_41_34_1","True","40","4","0",""
"11635_2012_12_23_02_41_11_0","True","40","4","0",""
"11635_2012_12_19_12_00_00_0","True","40","4","0",""
"11635_2012_12_25_10_52_00_0","True","40","4","0",""
"11635_2012_12_22_23_38_00_0","True","40","4","0",""
"11635_2012_12_23_16_14_01_0","True","40","4","0",""
"11635_2012_12_23_16_14_01_1","True","40","4","0",""
"11635_2012_12_20_20_41_01_0","True","40","4","0",""
